tier,toDelegate,ens_name,proposal_link,proposal_type,proposal_id,proposal_description,rn
Tier 1,0x1b686ee8e31c5959d9f5bbd8122a58682788eead,delegate.l2beat.eth,"<a href=""https://vote.optimism.io/proposals/2808108363564117434228597137832979672586627356483314020876637262618986508713"" target=""_blank"">To Read More</a>",Multi-Choice Proposal,2808108363564117434228597137832979672586627356483314020876637262618986508713,"# Council Reviewer Elections: Builders Grants
Following the approval of the Grants Council Intent Budget, the Token House will elect 3 Reviewers to the Builders sub-committee.

This vote will utilize approval voting. Voting is set up such that you can place a vote for any number of nominees. In the case of approval/ranked choice votes, delegates may vote for themselves, so long as they also cast votes for the remaining elected positions.

This Season 4 proposal is eligible for voting in Special Voting Cycle #12b.

Candidates:
- [Gonna.eth](https://gov.optimism.io/t/grants-council-reviewer-nominations-season-4/5978/6)
- [Jack Anorak](https://gov.optimism.io/t/grants-council-reviewer-nominations-season-4/5978/10)
- [Krzysztof Urbanski (kaereste or krst)](https://gov.optimism.io/t/grants-council-reviewer-nominations-season-4/5978/11)
- [Oxytocin](https://gov.optimism.io/t/grants-council-reviewer-nominations-season-4/5978/12)",1
Tier 1,0x1b686ee8e31c5959d9f5bbd8122a58682788eead,delegate.l2beat.eth,"<a href=""https://vote.optimism.io/proposals/110376471005925230990107796624328147348746431603727026291575353089698990280147"" target=""_blank"">To Read More</a>",Single-Choice Proposal,110376471005925230990107796624328147348746431603727026291575353089698990280147,"# Protocol Upgrade #4
This upgrade, proposed by OP Labs, introduces a new L1 contract, the SuperchainConfig, along with improvements to the existing pause mechanism.The proposed upgrade takes the current incident response mechanism a step further, introducing a Superchain-wide pause mechanism that can enhance protection across multiple fronts, including the L1CrossDomainMessenger and withdrawals for ERC-20 and ERC-721 tokens, which are additional security critical code paths that protect user assets.

If this vote passes, the L1 contracts which support the OP Mainnet network will be upgraded to the versions of those contracts in the optimism repo at commit 856c08b (tagged as release candidate op-contracts/v1.2.0-rc.1).


This proposal is eligible for Voting Cycle #18: 
<https://gov.optimism.io/t/upgrade-Request-4/7534>",1
Tier 1,0x1b686ee8e31c5959d9f5bbd8122a58682788eead,delegate.l2beat.eth,"<a href=""https://vote.optimism.io/proposals/95102633290576253416299445955061077431090693890673037767791097228222587378331"" target=""_blank"">To Read More</a>",Single-Choice Proposal,95102633290576253416299445955061077431090693890673037767791097228222587378331,"# Ratify Developer Advisory Board Members
The initial Developer Advisory Board will be comprised of seven members, one of which will be a non-voting member of OP Labs engineering, and a DAB Lead. The Lead will manage general coordination and operations and will be a non-voting member. If approved, the Foundation will appoint the below members:

-   Board Lead: [Brock](https://twitter.com/brockjelmore)

-   Board Member: [Philogy ](https://twitter.com/real_philogy)

-   Board Member (forfeiting compensation): [Noah](https://twitter.com/NoahCitron)

-   Board Member: [Zach](https://twitter.com/zachobront)

-   Board Member: [Roman](https://twitter.com/r_krasiuk)

-   Board Member: [Jepsen ](https://twitter.com/0xjepsen)

-   OP Labs Representative (non-voting): [Kelvin](https://twitter.com/kelvinfichter)

All members will be subject to the [Code of Conduct](https://gov.optimism.io/t/code-of-conduct/5751).

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/developer-advisory-board/6892>
",1
Tier 2,0x2b888954421b424c5d3d9ce9bb67c9bd47537d12,lefteris.eth,"<a href=""https://vote.optimism.io/proposals/29831001453379581627736734765818959389842109811221412662144194715522205098015"" target=""_blank"">To Read More</a>",Single-Choice Proposal,29831001453379581627736734765818959389842109811221412662144194715522205098015,"# Treasury Appropriation (Foundation Year 2 Budget Approval)
The Optimism Foundation future OP operating budget is subject to governance approval. The Foundation was allocated a Year 1 budget in the founding documents of the Optimism Collective. It has to date used 5.21% of this Year 1 budget. ****Therefore, the Foundation does not need to request a budget for Year 2, but is symbolically requesting an additional 1 OP for its Year 2 (2023-2024) operating budget.

This Season 4 proposal is eligible for voting in Special Voting Cycle #12b: [https://gov.optimism.io/t/treasury-appropriation-proposal-foundation-year-2-budget-draft/5979](https://gov.optimism.io/t/treasury-appropriation-proposal-foundation-year-2-budget-draft/5979)",1
Tier 2,0x2b888954421b424c5d3d9ce9bb67c9bd47537d12,lefteris.eth,"<a href=""https://vote.optimism.io/proposals/47864371633107534187617995773541299064963460661119440983190542488743950169122"" target=""_blank"">To Read More</a>",Single-Choice Proposal,47864371633107534187617995773541299064963460661119440983190542488743950169122,"# Grants Council Operating Budget
The Grants Council plays an important role in the Collective and is assumed to persist unless a Council Dissolution Proposal is passed. 

The Token House must vote on a Council Operating Budget, thereby renewing the Council for another Season and electing the proposal author as Council Lead. Delegates are effectively electing the Council Lead that has authored an approved budget. 

The sole proposed Grants Council Operating Budget is proposed by Lund Ventures (Dane Lund) with a proposed operating budget of 440k OP: <https://gov.optimism.io/t/draft-season-5-grants-council-operating-budget/6941>

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/grants-council-operating-budget-template/6891>
",1
Tier 2,0x2b888954421b424c5d3d9ce9bb67c9bd47537d12,lefteris.eth,"<a href=""https://vote.optimism.io/proposals/11595556248137084019024264942104169821784001997050285438055123196153848845549"" target=""_blank"">To Read More</a>",Single-Choice Proposal,11595556248137084019024264942104169821784001997050285438055123196153848845549,"# Season 5 Intent Budgets
The Intents for Season 5 and their budgets proposed by the Grants Council Lead are:

-   Intent #1: Progress Towards Technical Decentralization
    -   Proposed budget: 1.33M OP

-   Intent #2: Grow the Superchain
    -   Proposed budget: 4M OP

-   Intent #3: Improve the Consumer Experience
    -   Proposed budget: 1.33M OP

-   Intent #4: Improve Governance Accessibility
    -   Proposed budget: 1.33M OP

-   Unallocated Budget: 1M reserved for general allocation

Total Intents Budget: up to 9M OP

Any budget that is not allocated under these Intent will be returned to the Governance Fund.

This proposal is eligible for Special Voting Cycle #16b:
<https://gov.optimism.io/t/season-5-intents-budget-proposal/7040>
",1
Tier 2,0x2b888954421b424c5d3d9ce9bb67c9bd47537d12,lefteris.eth,"<a href=""https://vote.optimism.io/proposals/10572947036210533292634221606922807092762967787561796032397523909369599512554"" target=""_blank"">To Read More</a>",Single-Choice Proposal,10572947036210533292634221606922807092762967787561796032397523909369599512554,"# Proposal to Reclassify Grant Misusage Enforcement
The Foundation proposes two changes to eliminate delegate responsibility for grant misusage enforcement. This proposal is based on strong feedback from delegates that they do not wish to vote on enforcement actions and instead transfers this responsibility to the elected Token House Code of Conduct Council. 

This proposal is eligible for Voting Cycle #17: 
<https://gov.optimism.io/t/proposal-to-reclassify-grant-misusage-enforcement/7384>",1
Tier 2,0xa6e8772af29b29b9202a073f8e36f447689beef6,gfxlabs.eth,"<a href=""https://vote.optimism.io/proposals/29831001453379581627736734765818959389842109811221412662144194715522205098015"" target=""_blank"">To Read More</a>",Single-Choice Proposal,29831001453379581627736734765818959389842109811221412662144194715522205098015,"# Treasury Appropriation (Foundation Year 2 Budget Approval)
The Optimism Foundation future OP operating budget is subject to governance approval. The Foundation was allocated a Year 1 budget in the founding documents of the Optimism Collective. It has to date used 5.21% of this Year 1 budget. ****Therefore, the Foundation does not need to request a budget for Year 2, but is symbolically requesting an additional 1 OP for its Year 2 (2023-2024) operating budget.

This Season 4 proposal is eligible for voting in Special Voting Cycle #12b: [https://gov.optimism.io/t/treasury-appropriation-proposal-foundation-year-2-budget-draft/5979](https://gov.optimism.io/t/treasury-appropriation-proposal-foundation-year-2-budget-draft/5979)",1
Tier 2,0xa6e8772af29b29b9202a073f8e36f447689beef6,gfxlabs.eth,"<a href=""https://vote.optimism.io/proposals/25353629475948605098820168047140307200589226219380649297323431722674892706917"" target=""_blank"">To Read More</a>",Single-Choice Proposal,25353629475948605098820168047140307200589226219380649297323431722674892706917,"#  Code of Conduct Violation: Carlos Melgar
All active delegates, badgeholders, Citizens, and grant recipients (""Optimists"") are bound by the [Code of Conduct](https://gov.optimism.io/t/code-of-conduct/5751). Severe code of conduct violations are subject to a three month suspension and are decided via Token House vote.

This Code of Conduct Suspension Proposal is eligible for voting in Voting Cycle #16a: <https://gov.optimism.io/t/code-of-conduct-violation-carlos-melgar/6882/9>
",1
Tier 2,0xa6e8772af29b29b9202a073f8e36f447689beef6,gfxlabs.eth,"<a href=""https://vote.optimism.io/proposals/85591583404433237270543189567126336043697987369929953414380041066767718361144"" target=""_blank"">To Read More</a>",Single-Choice Proposal,85591583404433237270543189567126336043697987369929953414380041066767718361144,"# Ratify Security Council Members
If approved, the below members, appointed by the Optimism Foundation, will serve an initial term on the Optimism Security Council:

Cohort A (12 month initial term)
Kris Kaczor (Phoenix Labs)
Layne Haber (Connext)
Jon Charbonneau (DBA)
Alisha.eth (Glowworm Foundation, former ENS)
Mariano Conti (Independent, former MakerDAO)
Martin Tellechea (The Graph Foundation)
Yoseph Ayele (Borderless Africa)
Cohort B (18 month initial term)
OP Labs PBC
Yoav Weiss (Ethereum Foundation)
Test in Prod
Kain Warwick (Synthetix)
Coinbase Technologies, Inc. (Base)
Elena Nadolinkski (Ironfish)
L2Beat
Alejandro Santander (Independent, former Synthetix)

A Council Lead will be appointed by the Foundation at a later date. 

This proposal is eligible for Special Voting Cycle #16c
https://gov.optimism.io/t/security-council-vote-2-initial-member-ratification/7118",1
Tier 2,0xa6e8772af29b29b9202a073f8e36f447689beef6,gfxlabs.eth,"<a href=""https://vote.optimism.io/proposals/64930538748268257621925093712454552173772860987977453334165023026835711650357"" target=""_blank"">To Read More</a>",Single-Choice Proposal,64930538748268257621925093712454552173772860987977453334165023026835711650357,"# Protocol Delegation Program Renewal \n In Season 3, the Protocol Delegation Program was piloted as a way to enable protocols, some of our most important stakeholders, to participate in governance. The Protocol Delegation Program temporarily delegates up to 5M OP from the Governance Fund to value-aligned protocols based on pre-defined criteria. This program was designed to last two Seasons in total, and this proposal would continue the program for duration of the final Season (Season 4.) After Season 4, particpating protocols will need to reaffirm their commitment to Optimism governance via their own treasuries. This Season 4 proposal is eligible for voting in Special Voting Cycle #12a: [https://gov.optimism.io/t/protocol-delegation-program-renewal/5883](https://gov.optimism.io/t/protocol-delegation-program-renewal/5883)",1
Tier 2,0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,ceresstation.eth,"<a href=""https://vote.optimism.io/proposals/23645858735980247449510302520189443998369792603230659191221949690963680987113"" target=""_blank"">To Read More</a>",Single-Choice Proposal,23645858735980247449510302520189443998369792603230659191221949690963680987113,"# Chain Delegation Program
The Chain Delegation Program would temporarily delegate a portion of idle OP from the Governance Fund to value-aligned OP Chains. If this proposal is approved by the Token House, a total of 10M OP would be reserved for delegation across as many as 10 OP Chains. Delegations will be made throughout Season 5 and 6, as Chains qualify.

This proposal is eligible for Special Voting Cycle #16b: 
<https://gov.optimism.io/t/chain-delegation-program/6896>
",1
